toronto-extrapolated,Main AT Midblock Route Side 1 Route AND Side 2 Route,PX2 (extrapolated),Count Date,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,0.26,1.48,0.25,0.26,1.48,0.25,0.26,1.48,0.25,0.26,1.48,0.25,2.00,2.00,2.00,2.00,,,,,Latitude,Longitude
toronto-extrapolated,JARVIS ST AT FRONT ST E,2 (extrapolated),9/8/2011,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,633.20,3586.72,613.83,633.20,3586.72,613.83,633.20,3586.72,613.83,633.20,3586.72,613.83,4252.00,4252.00,4252.00,4252.00,,,,,43.64945,-79.37141
toronto-extrapolated,KING ST E AT JARVIS ST,3 (extrapolated),9/7/2011,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,578.51,3276.93,560.81,578.51,3276.93,560.81,578.51,3276.93,560.81,578.51,3276.93,560.81,9429.75,9429.75,9429.75,9429.75,,,,,43.6504606,-79.3719239
toronto-extrapolated,JARVIS ST AT ADELAIDE ST E,4 (extrapolated),6/16/2008,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,646.01,3659.25,626.24,646.01,3659.25,626.24,646.01,3659.25,626.24,646.01,3659.25,626.24,497.75,497.75,497.75,497.75,,,,,43.6515337,-79.37236
toronto-extrapolated,JARVIS ST AT RICHMOND ST E,5 (extrapolated),7/30/2009,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,813.55,4608.29,788.66,813.55,4608.29,788.66,813.55,4608.29,788.66,813.55,4608.29,788.66,674.00,674.00,674.00,674.00,,,,,43.6527176,-79.372824
toronto-extrapolated,JARVIS ST AT QUEEN ST E,6 (extrapolated),5/18/2011,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,647.51,3667.79,627.70,647.51,3667.79,627.70,647.51,3667.79,627.70,647.51,3667.79,627.70,905.50,905.50,905.50,905.50,,,,,43.653704,-79.373238
toronto-extrapolated,JARVIS ST AT SHUTER ST,7 (extrapolated),5/24/2011,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,572.85,3244.84,555.32,572.85,3244.84,555.32,572.85,3244.84,555.32,572.85,3244.84,555.32,494.75,494.75,494.75,494.75,,,,,43.655357,-79.373862
toronto-extrapolated,JARVIS ST AT DUNDAS ST E,8 (extrapolated),5/18/2011,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,658.78,3731.60,638.62,658.78,3731.60,638.62,658.78,3731.60,638.62,658.78,3731.60,638.62,1412.75,1412.75,1412.75,1412.75,,,,,43.657052,-79.374531
toronto-extrapolated,JARVIS ST AT GERRARD ST E,9 (extrapolated),5/18/2011,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,651.41,3689.86,631.48,651.41,3689.86,631.48,651.41,3689.86,631.48,651.41,3689.86,631.48,1071.00,1071.00,1071.00,1071.00,,,,,43.660432,-79.3758537
toronto-extrapolated,JARVIS ST AT CARLTON ST,10 (extrapolated),5/24/2011,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,689.04,3903.00,667.96,689.04,3903.00,667.96,689.04,3903.00,667.96,689.04,3903.00,667.96,1047.25,1047.25,1047.25,1047.25,,,,,43.66242,-79.3767079
toronto-extrapolated,JARVIS ST AT WELLESLEY ST E,11 (extrapolated),5/24/2011,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,690.09,3908.94,668.97,690.09,3908.94,668.97,690.09,3908.94,668.97,690.09,3908.94,668.97,1250.25,1250.25,1250.25,1250.25,,,,,43.6662894,-79.378325
toronto-extrapolated,JARVIS ST AT ISABELLA ST,12 (extrapolated),5/18/2011,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,522.61,2960.27,506.62,522.61,2960.27,506.62,522.61,2960.27,506.62,522.61,2960.27,506.62,419.75,419.75,419.75,419.75,,,,,43.668869,-79.3794158
toronto-extrapolated,MOUNT PLEASANT RD AT CHARLES ST E AND JARVIS ST,13 (extrapolated),5/24/2011,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,666.21,3773.71,645.83,666.21,3773.71,645.83,666.21,3773.71,645.83,666.21,3773.71,645.83,523.50,523.50,523.50,523.50,,,,,43.6699892,-79.3799226
toronto-extrapolated,BLOOR ST E AT TED ROGERS WAY,14 (extrapolated),12/8/2009,07:30-09:30/10:00-12:00/13:00-15:00/16:00-18:00,504.30,2856.58,488.87,504.30,2856.58,488.87,504.30,2856.58,488.87,504.30,2856.58,488.87,1106.50,1106.50,1106.50,1106.50,,,,,43.6715773,-79.38052
